label	description
AWS Support API	"How send my warehouse products quantity to amazon
Hello

Is there possibility to send to amazon quantity (in my warehouse) of my single or many products registered in amazon at once?

details description
When I add new product to amazon I can set quantity not from amazon warehouse but from our warehouse (Fulfilled By merchant). How can I refresh quantities of our products from our warehouses by MWS services or AWS services ?
greetings

Edited by: ENAN S.A. on Nov 17, 2015 2:04 AM

Edited by: ENAN S.A. on Nov 17, 2015 6:30 AM"
AWS Support API	"Do fulfillment orders created for AFN products require the FNSKU?
I am working on an integration that will submit fulfillment orders via the MWS API and in the documentation for MWS Fulfillment Outbound API the Fulfillment Network SKU is listed as being optional - but since all of our products are going to be AFN, do we need to include the FNSKU with each item or is the Merchant SKU enough on its own?"
AWS Support API	"Re: Do fulfillment orders created for AFN products require the FNSKU?
Wrong forum .........

Amazon Marketplace Web Service (Amazon MWS)

......... but yes.

Re-post over there and I'll explain further."
AWS Support API	"Error Trying to Connect to FBAOutboundServiceMWS
Any help with my code please? It comes back with the following message... Notice: Undefined index: port in /var/www/dispatcherM6/FBAOutboundServiceMWS/Client.php on line 771
 
Notice: Undefined variable: port in /var/www/dispatcherM6/FBAOutboundServiceMWS/Client.php on line 641
 
Notice: Undefined variable: _config in /var/www/dispatcherM6/FBAOutboundServiceMWS/Client.php on line 659
Caught Exception: The request must contain the parameter Items.
Response Status Code: 400
Error Code: InvalidRequestException
Error Type: Sender
Request ID: 7cbb961b-a4c7-40cc-8d06-6dc5abb4980e
XML: <ErrorResponse xmlns=""http://mws.amazonaws.com/FulfillmentOutboundShipment/2010-10-01/"">
  <Error>
    <Type>Sender</Type>
    <Code>InvalidRequestException</Code>
    <Message>The request must contain the parameter Items.</Message>
  </Error>
  <RequestId>7cbb961b-a4c7-40cc-8d06-6dc5abb4980e</RequestId>
</ErrorResponse>
my code is...<?php
include_once ('.config.inc.php'); 
 
$config = array (
  'ServiceURL' => MWS_ENDPOINT_URL,
  'ProxyHost' => null,
  'ProxyPort' => -1,
  'MaxErrorRetry' => 3
);
 
 $service = new FBAOutboundServiceMWS_Client(
     ACCESS_KEY_ID, 
     SECRET_ACCESS_KEY, 
     $config,
     APPLICATION_NAME,
     APPLICATION_VERSION);
 
$address	= new FBAOutboundServiceMWS_Model_Address();
$address->setName('Test Order');
$address->setLine1('7 Housham Hall');
$address->setLine2('Harlow Road');
$address->setCity('Matching Tye');
$address->setStateOrProvinceCode('Essex');
$address->setCountryCode('UK');
$address->setPostalCode('CM17 0PA');
$address->setPhoneNumber('01279123456');
 
$itemPrice	= new FBAOutboundServiceMWS_Model_Currency();
$itemPrice->setCurrencyCode('GBP');
$itemPrice->setValue('19.99');
 
$itemList	= new FBAOutboundServiceMWS_Model_FulfillmentOrderItem();
$itemList->setSellerSKU('ABC-123');
$itemList->setSellerFulfillmentOrderItemID('ABC-123-DISP');
$itemList->setQuantity('1');
$itemList->setPerUnitDeclaredValue($itemPrice);
 
$request	= new FBAOutboundServiceMWS_Model_CreateFulfillmentOrderRequest();
$request->setSellerId(SELLER_ID);
$request->setMarketplace('eBay');
$request->setSellerFulfillmentOrderId(date('Ymd').'001');
$request->setDisplayableOrderId(date('Ymd').'001');
$request->setDisplayableOrderDateTime(date('Y-m-d\TH:i:s').'+00:00');
$request->setDisplayableOrderComment('Thank you for your order!');
$request->setShippingSpeedCategory('Standard');
$request->setDestinationAddress($address);
$request->setFulfillmentPolicy('FillAllAvailable');
$request->setFulfillmentMethod('Consumer');
$request->setItems($itemList);
 
  invokeCreateFulfillmentOrder($service, $request);
 
  function invokeCreateFulfillmentOrder(FBAOutboundServiceMWS_Interface $service, $request) 
  {
	  print_r($request);
      try {
              $response = $service->createFulfillmentOrder($request);
              
                echo (""Service Response\n"");
                echo (""=============================================================================\n"");
 
                echo(""        CreateFulfillmentOrderResponse\n"");
                if ($response->isSetResponseMetadata()) { 
                    echo(""            ResponseMetadata\n"");
                    $responseMetadata = $response->getResponseMetadata();
                    if ($responseMetadata->isSetRequestId()) 
                    {
                        echo(""                RequestId\n"");
                        echo(""                    "" . $responseMetadata->getRequestId() . ""\n"");
                    }
                } 
 
     } catch (FBAOutboundServiceMWS_Exception $ex) {
         echo(""Caught Exception: "" . $ex->getMessage() . ""\n"");
         echo(""Response Status Code: "" . $ex->getStatusCode() . ""\n"");
         echo(""Error Code: "" . $ex->getErrorCode() . ""\n"");
         echo(""Error Type: "" . $ex->getErrorType() . ""\n"");
         echo(""Request ID: "" . $ex->getRequestId() . ""\n"");
         echo(""XML: "" . $ex->getXML() . ""\n"");
     }
 }


Edited by: m6footwear on Dec 20, 2012 5:24 AM

Edited by: m6footwear on Dec 20, 2012 5:31 AM"
AWS Support API	"Re: Error Trying to Connect to FBAOutboundServiceMWS
Wrong forum ...... move over to Amazon Marketplace Web Service (Amazon MWS) .... link"
AWS Support API	"Timeouts on FBA Outbound
Lately there have been a lot of timeouts accessing fba-outbound.amazonaws.com with our code, or in browser to test. We are having issues at this moment."
AWS Support API	"Re: Timeouts on FBA Outbound
FWS is depreciated ... move over to MWS Fulfillment Outbound API

Amazon Marketplace Web Service (Amazon MWS) .... link"
AWS Support API	"TV Series in AWSECommerceService Search?
Hi,

Is there a way to only get the item that has DOWNLOADABLE_TV_SERIES ProductTypeName? For example, I know there is a series ""Dexter"":

<Item><ASIN>B000JO9JDQ</ASIN><ItemAttributes><Actor>Michael C. Hall</Actor><Actor>Julie Benz</Actor><Actor>Jennifer Carpenter</Actor><Actor>Erik King</Actor><Actor>Lauren Vel?z</Actor><Binding>Amazon Instant Video</Binding><Creator Role=""Producer"">John Goldwyn</Creator><Creator Role=""Producer"">Sara Colleton</Creator><Creator Role=""Producer"">Clyde Phillips</Creator><Director>Michael Cuesta</Director><Genre>Drama</Genre><ProductGroup>TV Series Video on Demand</ProductGroup><ProductTypeName>DOWNLOADABLE_TV_SERIES</ProductTypeName><Studio>Showtime</Studio><Title>Dexter</Title></ItemAttributes></Item>

When I try to search with this unsigned link:

http://ecs.amazonaws.com/onca/xml?Service=AWSECommerceService&Version=2011-08-01&AssociateTag=PutYourAssociateTagHere&Operation=ItemSearch&ResponseGroup=Large&BrowseNode=16261631&SearchIndex=UnboxVideo&Title=Dexter

I only get DOWNLOADABLE_MOVIE or DOWNLOADABLE_TV_EPISODE items back.

I have even tried adding Keywords=DOWNLOADABLE_TV_SERIES but still can't get the series item back.

Am I missing something obvious here? Can someone help me?

Thanks."
AWS Support API	"Preview Error NO_EXTERNAL_IDENTIFIER_FOR_EXISTING_MAP
We have been sending an item to FBA Shipment using MWS in the past and it was good. But all of a sudden, it stopped recognizing it. Here is the response message

  <?xml version=""1.0"" ?> 

<ErrorResponse xmlns=""http://mws.amazonaws.com/FulfillmentInboundShipment/2010-10-01/"">
<Error>

  <Type>Sender</Type> 
  <Code>InvalidRequestException</Code> 
  <Message>Reason: Invalid shipment items. InvalidItems (skuType={SellerSKU}, sku=801280kit, reason=NO_EXTERNAL_IDENTIFIER_FOR_EXISTING_MAP).</Message> 
  </Error>
  <RequestId>6e28902d-5411-47e6-af36-161e99d91791</RequestId> 
  </ErrorResponse>

I thought that the NO_EXTERNAL_IDENTIFIER means there is no related product in FBA. but we have it and we are selling it.

   Is there someone who knows what exactly that means (NO_EXTERNaL_IDENTIFIER)? and also, if there is a list somewhere which can explain such reasons in English? (I mean, have description of each such error reason code)

   thanks,
   Sameers"
AWS Support API	"Re: Preview Error NO_EXTERNAL_IDENTIFIER_FOR_EXISTING_MAP
Does anyone have an answer for this?  We are experiencing the same problem."
AWS Support API	"Get picking, packing, weight and commission fees
Where do I find information on how to make calls so I can enter an ASIN and a cost we want to sell it for and have it grab the following bits of data:

Picking Fees
Packing Fees
Weight Fees
Commission Fees

Similar to what the Amazon FBA calculator does but I want to integrate it into our systems so we dont have to spend time copying and pasting ASIN's into their calculator manually

Edited by: w2pac12345 on Feb 15, 2013 8:13 AM"
AWS Support API	"Re: Get picking, packing, weight and commission fees
I know it is possible as I am using a company now that does it but we want to integrate it into our own inventory system."
AWS Support API	"how to get amazon devtag
do I need amazon devtag for fws"
AWS Support API	"Re: how to get amazon devtag
Sorry to be dense, but what is a devtag?"
AWS Support API	"Re: how to get amazon devtag
I need a DEVTAG for my front end application - where do I get one from?"
AWS Support API	"Re: how to get amazon devtag
Hi Adrian,

You've just followed up on a 3 year old post. 
Not sure what exactly you are trying to do but devtag has been replaced by AWS Access key. 
See http://aws.amazon.com/iam/

Regards,
Brinley"
AWS Support API	"Using FWS to buy any Amazon item?
Hey all,I apologize if this is a regularly asked question - I tried searching but didn't get much. I am looking for a way to programmatically buy goods off of Amazon, but not ones that I myself have sent to a fulfillment center. In other words, I want to sell goods from Amazon on my website, and have the orders sent to Amazon programmatically. Not sure if this is something Amazon would frown on, but I figured, an order is an order, and if they end up with list price paid, who cares where the order originates?Any help would be greatly appreciated!Thanks,Dave"
AWS Support API	"Re: Using FWS to buy any Amazon item?
Dave:The only way as a buyer you can do this is with Corporate Accounts :http://www.amazon.com/Corporate-Accounts/b?ie=UTF8&node=600460mbg"
AWS Support API	"Re: Using FWS to buy any Amazon item?
Take a look at the Associates program:https://affiliate-program.amazon.com/gp/associates/join/landing/main.htmlThey seem to be putting an emphasis on ""advertising"" these days, but the basic model would seem to fit your use-case pretty well.-- Joel."
AWS Support API	"Re: Using FWS to buy any Amazon item?
Thanks for all the responses, however, I'm not sure they are exactly what I am looking for. I think my explanation wasn't very clear.To simplify, forgot any consideration of my website. I just want to be able buy things off Amazon.com with a script. For example, have a PHP script that accepts a product id and shipping address, and when called, accesses an Amazon.com web service to place an order with instructions to ship to the given address. Ideally, this would be done without human input; however, if necessary, it do something like queue orders and simply have a human rubber stamp it. Don't worry, I know how to code the PHP - I am not asking someone to do the job for me. I just don't know of any Amazon published web service that would allow for that functionality.@mark: It seems to me that Corporate accounts still require a human to physically place the order.@Joel: I initially looked at the Associate's program, but I could only find product advertising tools there. Everything dealt with referrals and links back to Amazon.com. I am hoping for a solution that allows me to run a script to actually execute the purchase.I am new to the e-commerce and AWS realm, so forgive me if the answer to this question is obvious."
AWS Support API	"Re: Using FWS to buy any Amazon item?
I have a similar requirment from my client, who wants a semi ""secret santa"" application where users can buy an amazon item for another user.

the problem with the associate program is that it requires the user to go through the entire purchase, including filling out the shipping adress, which for privacy reasons, our users do not want to be publicly available.(although we(the host) internally have the addresses for each user)

A function where my company can trigger a purchase of a specific amazon item with a shipping adress  is all we really need, but I am afraid this does not exist. Can FWS do this?

I suppose we could let the user simply choose an item(but not buy it).  An we could manually make the purchase for them, but this has obvious scalablitly issues, and we would not be getting the associate percentage..

Message was edited by: Jeff Kelsey

Message was edited by: Jeff Kelsey

Message was edited by: Jeff Kelsey"
AWS Support API	"Re: Using FWS to buy any Amazon item?
Hi Mark, 

Can you please answer the question on this thread?

Is there a way to programmatically buy goods off of Amazon with any of the Amazon web services?

Thanks

C"
AWS Support API	"Re: Using FWS to buy any Amazon item?
Mark, I would also appreciate clarification to what you posted."
AWS Support API	"Re: Using FWS to buy any Amazon item?
Does anyone know if mark is suggesting that you can fulfill the order electronically after receiving it on your website by using the corporate account?"
AWS Support API	"Re: Using FWS to buy any Amazon item?
The Amazon Fulfillment Web Service is used for managing your own Amazon-Fulfilled inventory - i.e. items you store in an Amazon Fulfillment Center. It can be used to request fulfillment of an order you've taken elsewhere but cannot be used to place an order.Amazon does not offer APIs to place a customer order. Neither a Corporate Account or the Associate Program will allow you to build the type of solution you are describing."
AWS Support API	"Re: Using FWS to buy any Amazon item?
Lorraine,
    It is now May 2011.  Is this still true.  We submit about 10 to 20 orders a week, all for in house usage, ( althoogh different in-house customers)   each with 10 to 100 items, and we are desperate to automate the process."
AWS Support API	"Re: Using FWS to buy any Amazon item?
Amazon still does not offer this service, to the best of my knowledge, and this isn't something I would ever expect to see included in the Fulfillment Web Service which is specific to the FBA program. 

I suggest you re-post your question/request to the MWS (Marketplace Web Service) Forum: http://www.amazonsellercommunity.com/forums/forum.jspa?forumID=43."
AWS Support API	"Re: Using FWS to buy any Amazon item?
Not sure if this helps any because I still had to checkout at the end.... any it was a while ago ... but using the Product Advertising API

I could:
1. create addresses in my address book automated by URL
2. create a cart and put the items into it automated by URL
3. delete addresses in my address book automated by URL
4. check out in 1 instance with 10-20 orders

This was before the required signatures though so not even sure mine still works......"
AWS Support API	"Re: Using FWS to buy any Amazon item?
oneida_books 

  Thanks for the response.  I am very interested in how you created a cart and loaded it with items using URLs."
