label	description
Amazon SNS	['use', 'sns', 'instances', 'vpc', 'publish', 'though', 'subscription', 'endpoint']

Amazon SNS	"['use', 'sns', 'instances', 'vpc', ""that's"", 'correct', 'considered', 'api', 'gateway', 'proxy', 'calls', 'https://docsawsamazoncom/apigateway/latest/developerguide/setupprivateintegrationhtml']"

Amazon SNS	['use', 'sns', 'instances', 'vpc', 'issue', 'subscribe', 'sns', 'receive', 'requests', 'sns', 'without', 'specifying', 'aws', 'sns', 'goes', 'thru', 'want', 'add', 'number', 'aws', 'sns', 'ips', 'messages', 'go', 'thru', 'hundreds', 'included', 'security', 'groups']

Amazon SNS	"['use', 'sns', 'instances', 'vpc', 'instead', 'adding', 'intermediary', 'aws', 'sns', 'ips', ""can't"", 'aws', 'define', 'security', 'group', 'ips', 'add', 'security', 'group', ""ec2's"", 'aws', 'modify', ""ip's"", 'needed', 'supposedly', 'lambda', 'function', 'topic', 'around', 'long', 'seems', 'like', 'aws', 'want', 'address', 'issue']"

Amazon SNS	['use', 'sns', 'instances', 'vpc', 'well', 'ideally', 'sns', 'running', 'inside', 'vpc']

Amazon SNS	['use', 'sns', 'instances', 'vpc', 'years', 'later', 'still', 'think', 'would', 'really', 'useful', 'feature', 'usecase', 'asg', 'might', 'want', 'send', 'message', 'machines', 'group', 'look', 'internal', 'ips', 'within', 'group', 'send', 'message', 'directly', 'seems', 'like', 'lot', 'boiler', 'plate', 'sns']

Amazon SNS	['use', 'sns', 'instances', 'vpc', 'also', 'need']

Amazon SNS	['sns', 'run', 'schedule', 'possible', 'run', 'simple', 'notification', 'service', 'schedule', 'want', 'use', 'rule', 'check', 'value', 'sensor', 'send', 'email', 'alert', 'dont', 'want', 'flood', 'inbox', 'alerts', 'would', 'sufficient', 'send', 'email', 'couple', 'times', 'day', 'steve', 'edited', 'by:', 'albright', 'mar', '13', '2019', '3:48', 'edited', 'by:', 'albright', 'mar', '13', '2019', '3:48']

Amazon SNS	['integrate', 'aws', 'sns', 'fcm', 'working', 'ios', 'trying', 'integrate', 'aws', 'sns', 'fcm', 'wanted', 'achieve', 'call', 'sns', 'backend', 'sns', 'call', 'fcm', 'send', 'push', 'notifications', 'ios', 'android', 'devices', 'working', 'well', 'android', 'platform', 'ios', 'added', 'platform', 'application', 'ios', 'fcm', 'platform', 'added', 'token', 'platform', 'application', 'backend', 'call', 'ios', 'mobile', 'app', 'try', 'publish', 'message', 'sns', 'endpoint', 'ios', 'device', 'receive', 'push', 'notifications', 'ios', 'device', 'able', 'receive', 'push', 'notification', 'directly', 'send', 'firebase', 'messaging', 'console', 'means', 'push', 'notifications', 'set', 'correctly', 'questions:', 'wondering', 'aws', 'sns', 'use', 'fcm', 'ios', 'must', 'use', 'apns', 'ios', 'possible', 'use', 'fcm', 'ios', 'correct', 'format', 'message', 'body', 'order', 'send', 'push', 'notification', 'ios', 'sns', 'platform', 'application', 'fcm', 'far', 'tried', 'working', 'provide', 'sample', 'data', 'publish', 'sns', 'edited', 'by:', 'clive107', 'mar', '12', '2019', '4:44', 'edited', 'by:', 'clive107', 'mar', '12', '2019', '4:51']

Amazon SNS	['amazon', 'sns', 'message', 'push', 'notification', 'received', 'trying', 'publish', 'message', 'mobile', 'using', 'endpoint', 'created', 'amazon', 'sns', 'using', 'fcm', 'notification', 'getting', 'received', 'application', 'opens', 'foreground', 'notification', 'working', 'application', 'closed', 'directly', 'publishing', 'fcm', 'notification', 'works', 'app', 'sns', 'notification', 'working']

Amazon SNS	['sns', 'delivery', 'failure', 'message', 'format', 'following', 'scenario:', 'created', 'platform', 'application', 'sns', 'push', 'notifications', 'specified', 'topic', 'event', 'notifications', 'topic', 'delivery', 'failure', 'event', 'attribute', 'also', 'created', 'sqs', 'subscription', 'topic', 'case', 'failure', 'push', 'delivery', 'receive', 'messages', 'following', 'format:', 'deliveryattempts:', 'endpointarn:', 'arn:aws:sns:uswest2:***:endpoint/apns/stage***/5afbbcc000b83be6ad4b258e2cd18d7c', 'eventtype:', 'deliveryfailure', 'failuremessage:', 'platform', 'token', 'associated', 'endpoint', 'valid', 'failuretype:', 'invalidplatformtoken', 'messageid:', '244f509b64f653d9a16904685570c729', 'resource:', 'arn:aws:sns:uswest2:***:app/apns/stage***', 'service:', 'sns', 'time:', '20190301t13:10:30405z', 'far', 'ok', 'handle', 'message', 'wondering', 'whether', 'message', 'format', 'stable', 'reliable', 'mean', 'able', 'find', 'documentation', 'format', 'log', 'string', 'create', 'appropriate', 'data', 'structure', 'would', 'like', 'sure', 'message', 'officially', 'supported', 'going', 'changed', 'would', 'appreciate', 'useful', 'information', 'advice']

Amazon SNS	"['duplicate', 'reports', 'sns', 'daily', 'sms', 'usage', 'reports', 'facing', 'issue', ""sns's"", 'daily', 'sms', 'usage', 'reports', 'order', 'get', 'daily', 'reports', 'sms', 'usage', 'manage', 'sms', 'bounces', 'configured', 'sms', 'usage', 'reports', 'using', 'steps', 'sns', 'developer', 'guide', 'https://docsawsamazoncom/sns/latest/dg/sms_stats_usagehtml', 'usage', 'report', 's3', 'bucket', 'configured', 'lambda', 'function', 'trigger', 'sends', 'daily', 'report', 'analyzed', 'errors', 'past', 'weeks', 'got', 'see', 'getting', 'duplicate', 'records', 'reports', 'generated', 'lambda', 'tried', 'troubleshoot', 'trigger', 'sns', 'see', 'new', 'new', 'log', 'added', 'noticed', ""date's"", 'usage', 'reports', 'report', 'added', 'twice', 'aws', 'example', 'mon', 'feb', '25', '4:11', 'pm', 'utc', 'sms', 'usage', 'report', 'added', 'sms', 'sent', 'feb', '24', 'tue', 'feb', '26', '4:14', 'pm', 'utc', 'sms', 'usage', 'report', 'added', 'sms', 'sent', 'feb', '24', 'since', '2nd', 'report', 'name', 'earlier', 'report', 'earlier', 'report', 'got', 'replaced', 'new', 'file', 'triggered', 'lambda', 'created', 'duplicate', 'records', 'report', 'new', 'file', 'data', 'old', 'file', 'ie', 'report', 'added', '24th', 'feb', '25th', 'feb', 'report', 'added', '24th', 'feb', '26th', 'feb', 'anyone', 'help', 'troubleshoot', 'duplicacy', 'issue', 'would', 'useful', 'sns', 'console', 'seems', 'way', 'troubleshoot']"

Amazon SNS	"['signature', 'sns', 'message', 'invalid', ""we're"", 'using', 'ses', 'together', 'sns', 'notify', 'server', 'email', 'bounces', 'use', 'java', 'v1', 'sdk', 'handle', 'incoming', 'sns', 'request', 'working', 'well', 'days', ""we're"", 'sometimes', 'getting', 'error', 'incoming', 'bounce', 'notifications', 'call', 'snsmessagemanagerparsemessage:', 'signature', 'sns', 'message', 'invalid', 'aws', 'fiddling', 'around', 'certificates', 'today', 'java', 'v1', 'sdk', 'reliable', 'consuming', 'notifications', 'advice', 'edited', 'by:', 'neffnet', 'mar', '2019', '6:29', 'pm']"

Amazon SNS	"['sns', 'message', 'contenttype', 'tried', 'solve', 'problem', 'reading', 'aws', 'docs', 'googling', 'trawling', 'forums', 'without', 'luck', 'time', 'goes', 'puzzled', 'contenttype', 'messages', 'sns', 'sending', 'take', 'example', 'subscriptionconfirmation', 'message', 'headers:', 'post', '/snsnotificationendpoint/', 'http/11', 'contentlength:', '1351', 'contenttype:', 'text/plain', 'charset=iso88591', 'host:', 'jgwcom', 'connection:', 'keepalive', 'useragent:', 'amazon', 'simple', 'notification', 'service', 'agent', 'data', 'captured', 'tcpdump', 'wondering', 'message', 'supposed', 'contenttype', 'application/json', ""that's"", 'payoad', 'ie', 'request', 'body', 'otherwise', 'much', 'problem', 'using', 'tastypie', 'needs', 'correct', 'contenttype', 'fed']"

Amazon SNS	['sns', 'message', 'contenttype', 'problem', 'using', 'aspnet', 'mvc3', 'binding', 'json', 'expects', 'application/json', 'contenttype']

Amazon SNS	['sns', 'message', 'contenttype', 'apologies', 'respond', 'sooner', 'receiving', 'sns', 'messages', 'via', 'http', 'protocol', 'mime', 'type', 'text/plain', 'however', 'structure', 'messages', 'json', 'format']

Amazon SNS	['sns', 'message', 'contenttype', 'problem', 'intentional', 'feature', 'could', 'perhaps', 'change', 'future', 'api', 'version', 'force', 'contenttype', 'application/json', 'subelegant', 'opinion']

Amazon SNS	"['sns', 'message', 'contenttype', 'simply', 'oversight', 'part', ""'application/json'"", 'along', 'missed', 'find', 'way', 'change', 'without', 'breaking', ""anyone's"", 'integration', 'sns']"

Amazon SNS	['sns', 'message', 'contenttype', 'biting', 'instance', 'loggly', 'requires', 'application/json', 'header', 'place', 'leverage', 'json', 'parsing/search', 'capabilities', 'idea', 'sns', 'might', 'sorted', 'would', 'love', 'subscribe', 'bunch', 'json', 'services', 'sns']

Amazon SNS	"['sns', 'message', 'contenttype', 'sorry', 'resurrect', 'question', 'dead', 'however', 'implied', 'solution', 'possibly', 'works', 'issue', 'using', 'nodejs', 'express', 'node', 'module', 'subsequent', 'bodyparser', 'function', 'provided', 'connect', 'module', 'sits', 'bodyparser', 'function', 'accurately', 'grab', 'post', 'data', 'subscriptionconfirmation', 'request', ""there's"", 'contenttype', 'request', 'header', 'would', 'possible', 'modify', 'sns', 'system', 'allow', 'people', 'sending', 'subscribe', 'requests', 'specify', 'value', 'contenttype', 'header', 'used', 'reach', 'target', 'endpoint', 'parameter', 'would', 'course', 'optional', 'default', 'value', 'null', 'preserve', 'compatibility', 'people', ""who've"", 'got', 'existing', 'integrations', 'function', 'satisfaction', 'meantime', 'people', 'find', 'question', 'based', 'issues', 'bodyparser', 'issues', 'sns', 'got', 'modification', 'place', 'bodyparserjs', 'force', 'plugin', 'use', 'application/json', 'contenttype', 'certain', 'condition', 'function', 'mimereq', 'ifreqheaders', '==', ""'subscriptionconfirmation'"", '&&', 'reqheadershasownproperty', 'reqheaders', ""'application/json'"", 'var', 'str', 'reqheaders', '||', ""''"", 'return', ""strsplit''0"", 'edited', 'by:', 'dmurker', 'may', '25', '2012', '12:30']"

Amazon SNS	['sns', 'message', 'contenttype', 'providing', 'workaround', 'nodejs', 'hangup', 'changing', 'content', 'type', 'way', 'testing', 'change', 'cause', 'issues', 'http', 'listeners/hosts', 'ideas', 'ways', 'fix', 'looking', 'joel']

Amazon SNS	['sns', 'message', 'contenttype', 'fix', 'text/plain', 'simply', 'wrong', 'many', 'new', 'user', 'sns', 'like', 'issues', 'users', 'even', 'notice', 'subscriptions', 'confirmed']

Amazon SNS	"['sns', 'message', 'contenttype', 'using', 'django', 'created', 'http', 'endpoint', 'like', 'example', 'def', 'email_snsrequest:', 'msg', 'jsonloadsrequestraw_post_data', 'msg', '==', ""'subscriptionconfirmation':"", 'process_subscriptionmsg:', 'return', ""httpresponse'subscriptionconfirmation"", ""ok'"", 'else:', 'return', ""httpresponse'subscriptionconfirmation"", ""failed'"", 'elif', 'msg', '==', ""'notification':"", 'def', 'process_subscriptionmsg:', 'try:', 'urllib2urlopenmsgread', 'return', 'true', 'except', 'ioerror:', 'tracebackprint_exc', 'return', 'false', 'create', 'new', 'subscription', 'sns', 'topic', 'using', 'endpoint', 'sometime', 'get', 'response', 'contains', 'invalid', 'json', 'error', 'subscription', 'remains', 'pendingconfirmation', 'state', 'explicitly', 'confirm', 'wrong', 'link', 'python', 'docs/api/implementation', 'also', 'useful', 'edited', 'by:', 'kmrdeepak', 'jan', '22', '2013', '11:51', 'pm']"

Amazon SNS	['sns', 'message', 'contenttype', 'spent', 'couple', 'hours', 'trying', 'figure', 'nodejs', 'express', 'giving', 'json', 'body', 'express', 'bodyparser', 'middleware', 'parse', 'body', 'unless', 'proper', 'content', 'type', 'fix', 'amazon', 'mateusz']

Amazon SNS	['sns', 'message', 'contenttype', 'fix']

Amazon SNS	['sns', 'message', 'contenttype', 'fix', 'guys']

Amazon SNS	['sns', 'message', 'contenttype', 'could', 'solution', 'simple', 'contenttype', 'configuration', 'defaults', 'existing', 'subscriptions', 'plain', 'text', 'defaults', 'future', 'subscriptions', 'application/json', 'user', 'could', 'manually', 'switch', 'needed', 'would', 'alterations', 'existing', 'subscriptions', 'unless', 'manually', 'switched']

Amazon SNS	"['sns', 'message', 'contenttype', 'first', 'came', 'across', 'years', 'ago', 'thread', 'new', 'see', 'still', 'addressed', 'personally', 'given', 'amount', 'fantastic', 'engineers', 'disposal', 'hard', 'time', 'seeing', ""we've"", 'gone', 'years', 'without', 'visible', 'attempt', 'address', 'simple', 'offering', 'another', 'sns', 'payload', 'type', 'eg', 'jsonwithoutblunder', 'seems', 'solution', 'like', 'could', 'easily', 'implemented', 'maintaining', 'existing', 'subscription', 'compatibility', 'allowing', 'migration', 'path', 'proper', 'version', 'build', 'new', 'software', ""let's"", 'get', 'fixed', 'necessary', 'many', 'options', 'edited', 'by:', 'steve', 'sep', '27', '2014', '7:25', 'pm']"

Amazon SNS	"['sns', 'message', 'contenttype', 'workaround', 'issue', 'using', 'following', 'middleware', 'nodejs:', 'appusefunction', 'req', 'res', 'next', ""reqget'xamzsnsmessagetype'"", 'reqheaders', ""'application/json'"", 'next', 'edited', 'by:', 'gruveo', 'jul', '26', '2016', '8:27']"

Amazon SNS	['sns', 'message', 'contenttype', 'using', 'jersey', 'jackson', 'wrong', 'content', 'type', 'eliminates', 'automatic', 'deserialization', 'find', 'way', 'correct', 'incoming', 'content', 'type', 'jersey', 'kicks', 'created', 'filter', 'reads', 'raw', 'content', 'stores', 'context', 'endpoint', 'use', 'raw', 'data', 'extracting', 'payload', 'data', 'filter:', 'try', 'bufferedreader', 'buffer', 'new', 'bufferedreadernew', 'inputstreamreadercontainerrequestcontextgetentitystream', 'containerrequestcontextsetpropertyrawinput', 'bufferlinescollectcollectorsjoiningn', 'endpoint:', 'map', 'body', 'new', 'objectmapperreadvaluecontextgetpropertyrawinputtostring', 'mapclass', 'ps:', 'would', 'prefer', 'correct', 'contenttype', 'though', 'edited', 'by:', 'dirkpodolak', 'sep', '2016', '12:14']

Amazon SNS	"['sns', 'message', 'contenttype', 'annoying', 'feature', 'breaks', 'jersey/spring', 'mvc', 'maybe', ""framework's"", 'automatic', 'deserialisation', 'capability']"

Amazon SNS	['sns', 'message', 'contenttype', 'agree', 'current', 'behavior', 'entirely', 'correct', 'pretty', 'sure', 'text/plain', 'bug', 'wasted', 'many', 'hours', 'created', 'lot', 'frustration', 'address', 'issue', 'simplest', 'backwardscompatible', 'fix', 'would', 'add', 'new', 'protocols', 'sns', 'notifications:', 'httpapplicationjson', 'httpsapplicationjson', 'guys', 'think']

Amazon SNS	['sns', 'message', 'contenttype', 'worked', 'instead', 'reqheader', 'reqheadercontenttype', 'application/json']

Amazon SNS	"['sns', 'message', 'contenttype', 'decent', 'solution', 'however', 'be:', ""reqheaders'contenttype'"", ""'application/json'""]"

Amazon SNS	['sns', 'message', 'contenttype', 'good', 'solution', 'nobody', 'cares', 'problem', 'ignored', 'long', 'possible', 'amazon', 'care', 'inconvenience', 'little', 'mistake', 'causes', 'developers']

Amazon SNS	['sns', 'message', 'contenttype', 'also', 'ran', 'today', 'least', 'noted', 'documentation', 'understand', 'may', 'cause', 'potential', 'issues', 'changed', 'maybe', 'instead', 'documentation', 'adhere', 'system', 'actually', 'rather', 'wanted', 'achieve', 'development', 'perspective', 'want', 'know', 'works', 'intended', 'build']

Amazon SNS	['sns', 'message', 'contenttype', 'also', 'ran', 'today', 'least', 'noted', 'documentation', 'understand', 'may', 'cause', 'potential', 'issues', 'changed', 'maybe', 'instead', 'documentation', 'adhere', 'system', 'actually', 'rather', 'wanted', 'achieve', 'development', 'perspective', 'want', 'know', 'works', 'intended', 'build']

Amazon SNS	"['sns', 'message', 'contenttype', 'could', 'solution', 'simply', 'allow', 'headers', 'sns', 'subscriptions', 'set', 'minimum', 'ability', 'override', 'contenttype', 'header', 'beyond', 'allow', 'subscription', 'configuration', 'specify', 'set', 'http', 'headers', 'added', 'post', 'overriding', 'existing', 'headers', 'also', 'like', 'previously', 'suggested', 'idea', 'making', 'application/json', 'default', 'content', 'type', 'new', 'subscriptions', 'thereby', 'guaranteeing', 'nothing', ""that's"", 'already', 'place', 'broken']"

Amazon SNS	"['confirm', 'subscription', 'http', 'https', 'working', 'since', 'today', 'sns', 'topic', 'presenting', 'blank', 'page', 'creating', 'new', 'https', 'http', 'subscription', 'click', 'confirm', 'subscription', 'aws', 'cli', 'possible', 'confirm', 'using', 'token', 'getting', 'error', ""'invalid"", 'parameter:', ""topicarn'"", 'despite', 'passing', 'correct', 'arn', 'parameter', 'attached', 'image', 'firebug', 'error', 'clicking', 'button']"

Amazon SNS	"['sending', 'json', 'sns', 'console', 'possible', 'anymore', 'since', 'today', 'ui', 'sns', 'service', 'changed', 'completly', 'side', 'quest:', 'announcement', ""can't"", 'go', 'back', 'previous', 'version', 'change', 'able', 'send', 'push', 'messages', 'json', 'like', 'configure', 'send', 'json', 'like:', 'default:', 'notification', 'apns:', '{aps:{alert:', '{lockey:notification}}', 'apns_sandbox:{aps:{alert:{lockey:notification}}', 'gcm:', 'data:', 'body_loc_key:', 'notification}}']"

Amazon SNS	['sending', 'json', 'sns', 'console', 'possible', 'anymore', 'also', 'problem', 'know', 'removed', 'json', 'option', 'possible', 'send', 'using', 'aws', 'sdk']

Amazon SNS	['fail', 'receiving', 'sms', 'verification', 'code', 'cognito', 'mfa', 'login', 'im', 'using', 'cognito', 'mfa', 'autehtication', 'android', 'app', 'argentina', 'lot', 'smss', 'delivery', 'status', 'success', 'phone', 'receeive', 'message', 'problems', 'two', 'phone', 'carriers:', 'claro', 'argentina', 'tuenti', 'contact', 'support', 'tuenti', 'said', 'disable', 'smss', 'coming', 'short', 'numbers', 'way', 'resolve', 'problem', 'force', 'use', 'long', 'numbers', 'send', 'smss', 'app', 'example', 'sms', 'success', 'status', 'received', 'phone:', 'notification:', 'messageid:', '74a6902f639c5ebeaacac4dd6bc0a995', 'timestamp:', '20190228', '16:02:36357', 'delivery:', 'phonecarrier:', 'claro', 'argentina', 'mnc:', '310', 'destination:', '********3891', 'priceinusd:', '001937', 'smstype:', 'transactional', 'mcc:', '722', 'providerresponse:', 'message', 'accepted', 'phone', 'carrier', 'dwelltimems:', '156', 'dwelltimemsuntildeviceack:', '408', 'status:', 'success']

Amazon SNS	['failed', 'sms', 'oregon', 'would', 'sms', 'subscriptions', 'seperate', 'attempts', 'send', 'sms', 'oregon', 'start', 'failing', 'send', 'international', 'sms', 'oregon', 'region', 'anymore', 'trying', 'sms', 'australian', 'numbers', 'working', 'stopped', 'accord', 'around', 'start', 'february', 'send', 'successfully', 'sydney', 'oregon', 'however', 'application', 'using', 'hardcoded', 'use', 'oregon', 'topic', 'difficult', 'change', 'sydney', 'one', 'clues', 'done', 'fix']

Amazon SNS	['limit', 'increase:', 'sns', 'text', 'messaging', 'guys', 'urgent', 'request', 'application', 'production', 'since', 'yesterday', 'users', 'able', 'register', 'app', 'logged', 'ticket', 'yesterday', 'still', 'response', 'support', 'team', 'log', 'new', 'one', 'today', 'escalate', 'ticket', 'us', 'days', 'response', 'logged', 'two', 'tickets:', 'case', 'id', '5710267551', 'case', 'id', '5704644231']

Amazon SNS	['limit', 'increase:', 'sns', 'text', 'messaging', 'long', 'end', 'waiting']

Amazon SNS	['long', 'process', 'limit', 'increase', 'request', 'long', 'history', 'aws', 'running', 'multiple', 'accounts', 'urgently', 'need', 'limit', 'request', 'granted', 'continue', 'send', 'internal', 'sms', 'messages', 'using', 'sns', 'seen', 'progress', 'ticket', 'case', 'id', '5605914481']

Amazon SNS	['long', 'process', 'limit', 'increase', 'request', 'care', 'share', 'long', 'request', 'took', 'case']

Amazon SNS	['cannot', 'create', 'iam', 'roles', 'application', 'endpoints', 'whenever', 'try', 'create', 'iam', 'roles', 'application', 'endpoint', 'sns', 'clicking', 'create', 'iam', 'roles', 'button', 'modal', 'brwoser', 'inspector', 'throws', 'error', 'tried', 'several', 'browsers', 'seem', 'work', 'anywhere', 'referenceerror:', '_isdesktop', 'defined', 'loloadiamrole', 'snstail201811051036minjs:2', 'angularminjs:198', 'angularminjs:214', 'l$eval', 'angularminjs:125', 'l$apply', 'angularminjs:126', 'htmlbuttonelement<anonymous>', 'angularminjs:215', 'htmlbuttonelementdispatch', 'jqueryminjs:3', 'htmlbuttonelementvhandle', 'jqueryminjs:3', 'steps', 'followed:', 'enter', 'aws', 'sns', 'console', 'applications', 'choose', 'application', 'platform', 'application', 'actions', 'delivery', 'status', 'create', 'iam', 'roles', 'one', 'issue', 'bug', 'edited', 'by:', 'kyngo', 'nov', '2018', '3:02']

Amazon SNS	['cannot', 'create', 'iam', 'roles', 'application', 'endpoints', 'posting', 'query', 'tried', 'create', 'iam', 'role', 'using', 'steps', 'able', 'reproduce', 'mentioned', 'error', 'chrome', 'version', '7003538102', 'official', 'build', '64bit', 'mac', 'osx', 'let', 'know', 'able', 'save', 'iam', 'configuration', 'also', 'getting', 'error', 'aws', 'console', 'creating', 'role']

Amazon SNS	['cannot', 'create', 'iam', 'roles', 'application', 'endpoints', 'tried', 'chrome', 'firefox', 'safari', 'macos', 'work', 'create', 'roles', 'iam', 'console', 'without', 'problem', 'press', 'create', 'iam', 'roles', 'button', 'sns', 'fields', 'filled', 'error', 'reported', 'shows', 'looks', 'like', 'angularjs', 'error', 'gonna', 'try', 'case', 'works', 'browsers/oses', 'update:', 'forgot', 'mention', 'happened', 'useast1', 'region', 'screenshots', 'showing', 'error:', 'chrome:', 'https://iimgurcom/29i6hprpng', 'firefox:', 'https://iimgurcom/ljn2rpypng', 'safari:', 'https://iimgurcom/7wqyv63png', 'edited', 'by:', 'kyngo', 'nov', '19', '2018', '12:09', 'edited', 'by:', 'kyngo', 'nov', '19', '2018', '12:11']

Amazon SNS	['cannot', 'create', 'iam', 'roles', 'application', 'endpoints', 'facing', 'issue']

Amazon SNS	['cannot', 'create', 'iam', 'roles', 'application', 'endpoints', 'facing', 'issue', 'useast1', 'well']

Amazon SNS	['cannot', 'create', 'iam', 'roles', 'application', 'endpoints', 'looks', 'like', 'js', 'broken', 'page', 'workarounded', 'problem', 'manually', 'creating', 'roles', 'looks', 'like', 'role', 'names', 'must', 'hardcoded', 'snsmobileappfailurefeedback', 'snsmobileappsuccessfeedback']

Amazon SNS	"['cannot', 'create', 'iam', 'roles', 'application', 'endpoints', 'tested', 'euwest1', 'well', 'work', 'either', 'gonna', 'try', ""yury1's"", 'suggestion']"

Amazon SNS	['cannot', 'create', 'iam', 'roles', 'application', 'endpoints', 'problem', 'today', 'attached', 'error', 'console', 'chrome', 'version']

Amazon SNS	['cannot', 'create', 'iam', 'roles', 'application', 'endpoints', 'also', 'facing', 'issue', 'today', 'tried', 'chrome', 'firefox', 'mac', 'windows', 'problem']

